id_upm,codigo,departamento,provincia,municipio,area_censo,comunidad,zona,sector,area,viviendas_2012,viviendas_2022,fecha_aprobacion
3150,403150,oruro,cercado,oruro,2,1001,2,4,2,35,420,2022-08-01T18:39:44.894Z
996,400996,oruro,cercado,oruro,2,1001,11,7,2,36,43,2022-08-16T15:06:04.722Z
868,400868,oruro,cercado,oruro,2,1001,4,12,2,36,53,2022-07-24T14:11:43.231Z
3101,403101,oruro,cercado,oruro,2,1001,21,2,2,36,53,2022-07-27T14:03:41.989Z
2151,402151,oruro,cercado,oruro,1,1001,3,15,1,36,74,2022-08-15T15:51:43.410Z
1966,401966,oruro,cercado,oruro,6,1001,2,1,6,36,79,2022-08-15T20:06:01.856Z
2184,402184,oruro,cercado,oruro,1,1001,7,10,1,36,91,2022-07-07T21:14:31.824Z
1913,401913,oruro,cercado,oruro,3,1001,14,13,3,36,191,2022-08-12T22:58:00.772Z
2152,402152,oruro,cercado,oruro,1,1001,3,14,1,37,41,2022-08-13T14:49:25.448Z
187,400187,oruro,cercado,oruro,3,1001,7,13,3,37,46,2022-07-23T16:40:48.073Z
1113,401113,oruro,cercado,oruro,2,1001,19,7,2,37,48,2022-07-20T15:29:43.185Z
2394,402394,oruro,cercado,oruro,1,1001,6,2,1,37,74,2022-07-17T16:54:44.899Z
1614,401614,oruro,cercado,oruro,3,1001,15,11,3,37,80,2022-08-12T23:10:43.550Z
3111,403111,oruro,cercado,oruro,2,1001,20,6,2,37,156,2022-08-04T19:31:59.825Z
2491,402491,oruro,cercado,oruro,2,1001,25,4,2,37,206,2022-08-08T20:17:44.294Z
889,400889,oruro,cercado,oruro,2,1001,15,12,2,38,53,2022-08-13T21:38:40.635Z
719,400719,oruro,cercado,oruro,2,1001,15,1,2,38,55,2022-08-13T21:38:05.841Z
1129,401129,oruro,cercado,oruro,2,1001,18,3,2,38,85,2022-08-12T21:34:50.970Z
3827,403827,oruro,cercado,oruro,5,1001,8,2,5,39,57,2022-08-02T23:24:30.085Z
53,400053,oruro,cercado,oruro,3,1001,9,3,3,39,58,2022-08-20T15:40:17.417Z
395,400395,oruro,cercado,oruro,4,1001,2,2,4,39,82,2022-08-12T21:37:06.040Z
404,400404,oruro,cercado,oruro,4,1001,3,5,4,40,60,2022-08-12T21:36:47.658Z
1249,401249,oruro,cercado,oruro,2,1001,6,17,2,40,63,2022-06-21T13:51:18.545Z
3105,403105,oruro,cercado,oruro,2,1001,21,4,2,40,88,2022-07-27T14:04:11.630Z
1306,401306,oruro,cercado,oruro,3,1001,12,4,3,40,160,2022-08-12T22:17:38.965Z
1531,401531,oruro,cercado,oruro,3,1001,12,7,3,40,261,2022-08-19T19:20:28.917Z
1082,401082,oruro,cercado,oruro,2,1001,7,6,2,41,49,2022-07-25T22:16:57.216Z
2077,402077,oruro,cercado,oruro,1,1001,2,13,1,41,61,2022-07-19T14:15:19.073Z
531,400531,oruro,cercado,oruro,3,1001,6,13,3,41,70,2022-07-25T07:12:35.967Z
1127,401127,oruro,cercado,oruro,2,1001,18,1,2,41,139,2022-08-12T21:34:45.504Z
1605,401605,oruro,cercado,oruro,3,1001,15,7,3,41,175,2022-08-12T21:55:17.939Z
871,400871,oruro,cercado,oruro,2,1001,4,13,2,42,45,2022-07-24T14:11:47.072Z
774,400774,oruro,cercado,oruro,2,1001,5,9,2,42,46,2022-06-18T16:26:48.225Z
37,400037,oruro,cercado,oruro,3,1001,2,8,3,42,50,2022-06-23T19:52:34.559Z
421,400421,oruro,cercado,oruro,4,1001,4,8,4,42,53,2022-07-21T03:13:38.872Z
186,400186,oruro,cercado,oruro,3,1001,7,12,3,42,54,2022-07-23T17:49:10.469Z
565,400565,oruro,cercado,oruro,3,1001,8,14,3,42,58,2022-07-22T23:04:40.899Z
1455,401455,oruro,cercado,oruro,4,1001,1,14,4,42,82,2022-08-12T23:05:35.592Z
856,400856,oruro,cercado,oruro,2,1001,4,6,2,42,84,2022-07-20T22:51:13.436Z
967,400967,oruro,cercado,oruro,2,1001,15,16,2,42,84,2022-08-13T21:38:52.862Z
3813,403813,oruro,cercado,oruro,5,1001,7,10,5,42,105,2022-08-12T17:34:09.738Z
2003,402003,oruro,cercado,oruro,3,1001,14,14,3,42,205,2022-08-12T22:15:42.922Z
781,400781,oruro,cercado,oruro,2,1001,5,12,2,43,47,2022-08-12T22:19:33.706Z
180,400180,oruro,cercado,oruro,3,1001,7,9,3,43,59,2022-08-12T21:31:54.371Z
3731,403731,oruro,cercado,oruro,5,1001,10,11,5,43,96,2022-08-12T21:27:30.525Z
3082,403082,oruro,cercado,oruro,8,1001,1,10,8,43,122,2022-08-12T22:17:36.121Z
1440,401440,oruro,cercado,oruro,3,1001,18,1,3,43,140,2022-08-12T21:57:10.459Z
1415,401415,oruro,cercado,oruro,3,1001,16,10,3,43,164,2022-07-27T18:00:42.459Z
177,400177,oruro,cercado,oruro,3,1001,7,8,3,44,50,2022-07-23T17:49:01.857Z
182,400182,oruro,cercado,oruro,3,1001,7,10,3,44,55,2022-08-12T21:31:56.300Z
788,400788,oruro,cercado,oruro,2,1001,5,14,2,44,57,2022-07-21T11:55:33.405Z
3804,403804,oruro,cercado,oruro,5,1001,7,2,5,44,58,2022-08-12T21:39:39.195Z
20,400020,oruro,cercado,oruro,3,1001,8,3,3,44,59,2022-07-22T23:04:09.656Z
457,400457,oruro,cercado,oruro,3,1001,2,11,3,44,62,2022-07-30T01:04:43.755Z
1469,401469,oruro,cercado,oruro,4,1001,5,12,4,44,66,2022-07-20T16:19:34.732Z
766,400766,oruro,cercado,oruro,2,1001,5,6,2,44,69,2022-08-21T22:25:10.251Z
792,400792,oruro,cercado,oruro,2,1001,5,16,2,44,78,2022-08-12T22:20:06.361Z
851,400851,oruro,cercado,oruro,2,1001,4,5,2,44,82,2022-07-20T22:51:04.143Z
3118,403118,oruro,cercado,oruro,2,1001,20,10,2,44,88,2022-08-12T21:44:34.044Z
1344,401344,oruro,cercado,oruro,3,1001,13,3,3,44,164,2022-08-12T19:37:16.539Z
2007,402007,oruro,cercado,oruro,3,1001,14,15,3,44,252,2022-08-12T22:16:00.960Z
3106,403106,oruro,cercado,oruro,2,1001,20,16,2,45,54,2022-07-27T14:04:17.479Z
328,400328,oruro,cercado,oruro,4,1001,3,2,4,45,59,2022-08-12T14:34:40.721Z
549,400549,oruro,cercado,oruro,3,1001,7,14,3,45,59,2022-08-12T21:21:10.387Z
3845,403845,oruro,cercado,oruro,5,1001,8,11,5,45,71,2022-08-09T20:22:37.101Z
4134,404134,oruro,cercado,oruro,5,1001,14,11,5,45,93,2022-08-13T02:37:16.328Z
1256,401256,oruro,cercado,oruro,4,1001,9,1,4,45,111,2022-08-13T02:21:35.272Z
1124,401124,oruro,cercado,oruro,2,1001,19,13,2,45,125,2022-08-12T19:05:19.968Z
2442,402442,oruro,cercado,oruro,1,1001,8,3,1,45,133,2022-08-12T22:13:58.466Z
2180,402180,oruro,cercado,oruro,1,1001,7,8,1,45,162,2022-07-07T21:14:25.144Z
8,400008,oruro,cercado,oruro,3,1001,1,7,3,46,51,2022-08-06T12:15:19.161Z
1436,401436,oruro,cercado,oruro,2,1001,12,14,2,46,57,2022-08-12T14:26:34.156Z
866,400866,oruro,cercado,oruro,2,1001,4,11,2,46,61,2022-08-05T21:13:28.799Z
2386,402386,oruro,cercado,oruro,1,1001,11,8,1,46,64,2022-07-18T19:39:40.434Z
2750,402750,oruro,cercado,oruro,2,1001,23,14,2,46,64,2022-07-20T15:50:33.373Z
1120,401120,oruro,cercado,oruro,2,1001,19,11,2,46,70,2022-08-12T19:05:14.462Z
2748,402748,oruro,cercado,oruro,2,1001,23,13,2,46,73,2022-07-20T15:50:13.868Z
1061,401061,oruro,cercado,oruro,2,1001,12,12,2,46,74,2022-07-30T04:21:41.450Z
1727,401727,oruro,cercado,oruro,3,1001,19,13,3,46,74,2022-08-13T21:40:30.834Z
3861,403861,oruro,cercado,oruro,5,1001,12,1,5,46,81,2022-08-09T20:22:17.700Z
2746,402746,oruro,cercado,oruro,2,1001,23,10,2,46,86,2022-08-04T23:37:42.267Z
1375,401375,oruro,cercado,oruro,3,1001,22,2,3,46,88,2022-08-12T21:29:28.555Z
4136,404136,oruro,cercado,oruro,5,1001,14,13,5,46,90,2022-08-13T02:37:28.467Z
1146,401146,oruro,cercado,oruro,4,1001,1,5,4,46,94,2022-08-12T23:02:41.849Z
3156,403156,oruro,cercado,oruro,2,1001,1,15,2,46,102,2022-07-30T16:25:48.499Z
2182,402182,oruro,cercado,oruro,1,1001,7,9,1,46,122,2022-07-07T21:14:28.256Z
1397,401397,oruro,cercado,oruro,3,1001,15,6,3,46,165,2022-08-12T21:54:41.302Z
285,400285,oruro,cercado,oruro,4,1001,6,5,4,47,53,2022-08-12T23:42:51.273Z
413,400413,oruro,cercado,oruro,4,1001,2,11,4,47,55,2022-08-22T01:42:01.765Z
3879,403879,oruro,cercado,oruro,5,1001,12,8,5,47,57,2022-08-12T21:38:16.280Z
1123,401123,oruro,cercado,oruro,2,1001,17,13,2,47,62,2022-07-23T15:37:39.882Z
3796,403796,oruro,cercado,oruro,5,1001,6,17,5,47,65,2022-08-12T21:38:29.365Z
3898,403898,oruro,cercado,oruro,5,1001,9,10,5,47,66,2022-08-08T14:22:14.519Z
537,400537,oruro,cercado,oruro,3,1001,6,14,3,47,71,2022-08-12T19:37:06.619Z
649,400649,oruro,cercado,oruro,2,1001,7,1,2,47,72,2022-08-12T22:14:35.675Z
1462,401462,oruro,cercado,oruro,4,1001,5,9,4,47,73,2022-08-08T12:56:12.884Z
17,400017,oruro,cercado,oruro,3,1001,2,1,3,47,74,2022-07-25T22:27:55.611Z
1564,401564,oruro,cercado,oruro,2,1001,18,14,2,47,78,2022-08-16T15:17:44.059Z
92,400092,oruro,cercado,oruro,3,1001,4,7,3,47,107,2022-08-20T16:15:07.500Z
1889,401889,oruro,cercado,oruro,3,1001,23,14,3,47,110,2022-08-19T18:59:02.357Z
1145,401145,oruro,cercado,oruro,4,1001,1,4,4,47,113,2022-08-12T23:02:02.487Z
1549,401549,oruro,cercado,oruro,3,1001,12,8,3,47,714,2022-08-12T22:17:47.241Z
772,400772,oruro,cercado,oruro,2,1001,5,8,2,48,57,2022-08-12T22:19:24.520Z
644,400644,oruro,cercado,oruro,2,1001,6,1,2,48,64,2022-06-06T03:32:38.070Z
903,400903,oruro,cercado,oruro,2,1001,9,12,2,48,65,2022-07-21T11:52:06.534Z
3899,403899,oruro,cercado,oruro,5,1001,9,8,5,48,76,2022-08-08T14:22:23.924Z
487,400487,oruro,cercado,oruro,3,1001,4,14,3,48,79,2022-08-08T16:23:15.505Z
2747,402747,oruro,cercado,oruro,2,1001,23,12,2,48,79,2022-07-20T15:50:03.592Z
3820,403820,oruro,cercado,oruro,5,1001,7,1,5,48,82,2022-08-02T14:20:23.852Z
185,400185,oruro,cercado,oruro,3,1001,7,11,3,48,83,2022-08-05T20:23:08.426Z
1502,401502,oruro,cercado,oruro,4,1001,9,12,4,48,112,2022-07-26T21:35:51.916Z
830,400830,oruro,cercado,oruro,2,1001,8,12,2,48,144,2022-08-12T21:04:24.951Z
1978,401978,oruro,cercado,oruro,3,1001,15,12,3,48,149,2022-08-12T23:11:07.424Z
3093,403093,oruro,cercado,oruro,2,1001,21,13,2,48,190,2022-07-25T13:40:00.675Z
779,400779,oruro,cercado,oruro,2,1001,5,11,2,49,53,2022-06-27T16:56:36.272Z
397,400397,oruro,cercado,oruro,4,1001,2,4,4,49,54,2022-08-15T12:58:43.132Z
3893,403893,oruro,cercado,oruro,5,1001,9,5,5,49,57,2022-08-08T14:20:31.896Z
114,400114,oruro,cercado,oruro,3,1001,5,5,3,49,62,2022-07-25T22:20:19.902Z
3793,403793,oruro,cercado,oruro,5,1001,6,9,5,49,62,2022-08-08T18:54:07.581Z
4125,404125,oruro,cercado,oruro,5,1001,13,12,5,49,63,2022-08-10T21:14:16.625Z
158,400158,oruro,cercado,oruro,3,1001,6,9,3,49,65,2022-07-26T19:39:23.703Z
3739,403739,oruro,cercado,oruro,5,1001,10,1,5,49,65,2022-08-12T21:31:23.708Z
1025,401025,oruro,cercado,oruro,2,1001,11,14,2,49,66,2022-07-25T21:50:01.974Z
735,400735,oruro,cercado,oruro,2,1001,17,2,2,49,69,2022-07-23T15:38:15.878Z
1125,401125,oruro,cercado,oruro,2,1001,17,14,2,49,74,2022-08-12T18:18:13.712Z
953,400953,oruro,cercado,oruro,2,1001,10,14,2,49,75,2022-08-20T00:14:28.605Z
3886,403886,oruro,cercado,oruro,5,1001,12,7,5,49,77,2022-08-09T15:43:11.361Z
559,400559,oruro,cercado,oruro,3,1001,8,12,3,49,80,2022-08-20T16:53:02.314Z
2066,402066,oruro,cercado,oruro,1,1001,2,8,1,49,81,2022-07-16T21:12:58.157Z
